15734
47571,47613,0,1
47613,47571,1,0
48137,48139,0,1
48139,48137,1,0
48870,48874,0,1
48874,48870,1,0
50392,50396,0,1
50396,50392,1,0
50393,50396,0,1
50396,50393,1,0
50491,50492,0,1
50492,50491,1,0
50593,50594,0,1
50594,50593,1,0
52646,52647,1,0
52647,52646,0,1
55288,55289,0,1
55289,55288,1,0
55445,55446,0,1
55446,55445,1,0
55671,55672,1,0
55672,55671,0,1
55671,55732,0,1
55732,55671,1,0
55672,55732,0,1
55732,55672,1,0
55672,55734,0,1
55734,55672,1,0
55732,55734,1,0
55734,55732,0,1
57378,57379,0,1
57379,57378,1,0
57395,57396,1,0
57396,57395,0,1
59344,59345,1,0
59345,59344,0,1
59344,59346,1,0
59346,59344,0,1
59344,59351,1,0
59351,59344,0,1
59344,59363,1,0
59363,59344,0,1
59345,59346,0,1
59346,59345,1,0
59345,59351,0,1
59351,59345,1,0
59345,59363,1,0
59363,59345,0,1
59346,59363,1,0
59363,59346,0,1
59351,59363,1,0
59363,59351,0,1
60064,60066,0,1
60066,60064,1,0
60064,60068,1,0
60068,60064,0,1
60066,60068,1,0
60068,60066,0,1
60934,60935,1,0
60935,60934,0,1
60966,60971,0,1
60971,60966,1,0
60966,60973,1,0
60973,60966,0,1
60966,60979,0,1
60979,60966,1,0
60966,60986,0,1
60986,60966,1,0
60966,60987,0,1
60987,60966,1,0
60966,61004,0,1
61004,60966,1,0
60971,60973,1,0
60973,60971,0,1
60971,60979,0,1
60979,60971,1,0
60971,60986,0,1
60986,60971,1,0
60971,60987,0,1
60987,60971,1,0
60971,61004,0,1
61004,60971,1,0
60973,60979,0,1
60979,60973,1,0
60973,60986,0,1
60986,60973,1,0
60973,60987,0,1
60987,60973,1,0
60973,61004,0,1
61004,60973,1,0
60979,60986,1,0
60986,60979,0,1
60979,60987,0,1
60987,60979,1,0
60979,61004,0,1
61004,60979,1,0
60986,60987,0,1
60987,60986,1,0
60986,61004,0,1
61004,60986,1,0
60987,61004,0,1
61004,60987,1,0
62550,62551,1,0
62551,62550,0,1
65711,65729,0,1
65729,65711,1,0
65711,65730,0,1
65730,65711,1,0
65711,66411,0,1
66411,65711,1,0
65711,66412,1,0
66412,65711,0,1
65711,66413,0,1
66413,65711,1,0
65711,66414,0,1
66414,65711,1,0
65729,65730,0,1
65730,65729,1,0
65729,66411,1,0
66411,65729,0,1
65729,66412,1,0
66412,65729,0,1
65729,66413,1,0
66413,65729,0,1
65729,66414,1,0
66414,65729,0,1
65730,66411,1,0
66411,65730,0,1
65730,66412,1,0
66412,65730,0,1
65730,66413,1,0
66413,65730,0,1
65730,66414,1,0
66414,65730,0,1
66411,66412,1,0
66412,66411,0,1
66411,66413,1,0
66413,66411,0,1
66411,66414,1,0
66414,66411,0,1
66412,66413,0,1
66413,66412,1,0
66412,66414,0,1
66414,66412,1,0
66413,66414,0,1
66414,66413,1,0
66306,66307,1,0
66307,66306,0,1
66501,66503,1,0
66503,66501,0,1
67370,67402,1,0
67402,67370,0,1
67377,67412,0,1
67412,67377,1,0
67384,67387,0,1
67387,67384,1,0
67397,67421,0,1
67421,67397,1,0
67397,67422,0,1
67422,67397,1,0
67410,69578,1,0
69578,67410,0,1
67425,67432,1,0
67432,67425,0,1
67438,67449,1,0
67449,67438,0,1
67453,67454,0,1
67454,67453,1,0
67514,67524,1,0
67524,67514,0,1
69667,69675,0,1
69675,69667,1,0
69667,69677,0,1
69677,69667,1,0
69667,69678,1,0
69678,69667,0,1
69667,69679,1,0
69679,69667,0,1
69667,69680,1,0
69680,69667,0,1
69667,69681,1,0
69681,69667,0,1
69667,69682,1,0
69682,69667,0,1
69667,69683,1,0
69683,69667,0,1
69675,69676,1,0
69676,69675,0,1
69675,69678,1,0
69678,69675,0,1
69675,69679,1,0
69679,69675,0,1
69675,69680,1,0
69680,69675,0,1
69675,69681,1,0
69681,69675,0,1
69675,69682,1,0
69682,69675,0,1
69675,69683,1,0
69683,69675,0,1
69676,69677,0,1
69677,69676,1,0
69676,69678,1,0
69678,69676,0,1
69676,69679,1,0
69679,69676,0,1
69676,69680,1,0
69680,69676,0,1
69676,69681,1,0
69681,69676,0,1
69676,69682,1,0
69682,69676,0,1
69676,69683,1,0
69683,69676,0,1
69677,69678,1,0
69678,69677,0,1
69677,69679,1,0
69679,69677,0,1
69677,69680,1,0
69680,69677,0,1
69677,69681,1,0
69681,69677,0,1
69677,69682,1,0
69682,69677,0,1
69677,69683,1,0
69683,69677,0,1
69678,69679,1,0
69679,69678,0,1
69678,69680,1,0
69680,69678,0,1
69678,69681,1,0
69681,69678,0,1
69678,69682,1,0
69682,69678,0,1
69678,69683,1,0
69683,69678,0,1
69679,69680,0,1
69680,69679,1,0
69679,69681,1,0
69681,69679,0,1
69679,69682,1,0
69682,69679,0,1
69679,69683,1,0
69683,69679,0,1
69680,69681,1,0
69681,69680,0,1
69680,69682,1,0
69682,69680,0,1
69680,69683,1,0
69683,69680,0,1
69681,69682,1,0
69682,69681,0,1
69681,69683,1,0
69683,69681,0,1
69682,69683,1,0
69683,69682,0,1
74468,74470,1,0
74470,74468,0,1
75314,75315,0,1
75315,75314,1,0
75314,75316,0,1
75316,75314,1,0
75315,75316,0,1
75316,75315,1,0
75889,75890,1,0
75890,75889,0,1
75889,75892,0,1
75892,75889,1,0
75889,75894,0,1
75894,75889,1,0
75890,75891,0,1
75891,75890,1,0
75890,75892,0,1
75892,75890,1,0
75890,75894,0,1
75894,75890,1,0
75891,75892,0,1
75892,75891,1,0
75891,75894,0,1
75894,75891,1,0
75892,75894,1,0
75894,75892,0,1
78058,78059,0,1
78059,78058,1,0
78288,78289,1,0
78289,78288,0,1
80590,80593,1,0
80593,80590,0,1
80847,80848,0,1
80848,80847,1,0
82232,82233,1,0
82233,82232,0,1
82274,82275,0,1
82275,82274,1,0
82276,82293,1,0
82293,82276,0,1
82365,82366,1,0
82366,82365,0,1
82365,82368,1,0
82368,82365,0,1
82370,82372,0,1
82372,82370,1,0
82370,82374,0,1
82374,82370,1,0
82372,82374,0,1
82374,82372,1,0
84373,84374,0,1
84374,84373,1,0
88525,88834,0,1
88834,88525,1,0
88752,88759,0,1
88759,88752,1,0
88752,88760,0,1
88760,88752,1,0
88752,88762,0,1
88762,88752,1,0
88759,88760,0,1
88760,88759,1,0
88759,88762,1,0
88762,88759,0,1
88760,88762,1,0
88762,88760,0,1
88869,88871,0,1
88871,88869,1,0
89006,89012,0,1
89012,89006,1,0
90396,90397,0,1
90397,90396,1,0
90396,90398,0,1
90398,90396,1,0
90397,90398,0,1
90398,90397,1,0
93790,93791,1,0
93791,93790,0,1
94233,94235,0,1
94235,94233,1,0
94317,97754,1,0
97754,94317,0,1
94813,94814,0,1
94814,94813,1,0
94813,94815,0,1
94815,94813,1,0
94814,94815,0,1
94815,94814,1,0
95394,95395,1,0
95395,95394,0,1
95394,97749,1,0
97749,95394,0,1
95394,98015,1,0
98015,95394,0,1
95395,97749,1,0
97749,95395,0,1
95395,98015,1,0
98015,95395,0,1
97749,98015,0,1
98015,97749,1,0
95396,97752,0,1
97752,95396,1,0
97750,97751,0,1
97751,97750,1,0
97750,97760,0,1
97760,97750,1,0
97751,97753,1,0
97753,97751,0,1
97751,97760,0,1
97760,97751,1,0
97753,97760,0,1
97760,97753,1,0
101938,101939,0,1
101939,101938,1,0
102032,102702,0,1
102702,102032,1,0
102032,103949,0,1
103949,102032,1,0
102702,103949,1,0
103949,102702,0,1
102109,102110,0,1
102110,102109,1,0
103919,103920,0,1
103920,103919,1,0
105554,105555,0,1
105555,105554,1,0
113513,113516,1,0
113516,113513,0,1
113513,113517,1,0
113517,113513,0,1
113516,113517,1,0
113517,113516,0,1
114247,114248,1,0
114248,114247,0,1
114247,114249,1,0
114249,114247,0,1
114248,114249,0,1
114249,114248,1,0
115078,115079,0,1
115079,115078,1,0
115520,115521,0,1
115521,115520,1,0
115520,115522,0,1
115522,115520,1,0
115734,116121,1,0
116121,115734,0,1
115754,118158,1,0
118158,115754,0,1
115755,118161,0,1
118161,115755,1,0
115782,115783,0,1
115783,115782,1,0
117209,117210,0,1
117210,117209,1,0
118086,118087,0,1
118087,118086,1,0
118087,118088,1,0
118088,118087,0,1
124055,124056,0,1
124056,124055,1,0
127605,127606,1,0
127606,127605,0,1
129748,129751,1,0
129751,129748,0,1
129753,129754,0,1
129754,129753,1,0
129972,129973,0,1
129973,129972,1,0
130115,130118,0,1
130118,130115,1,0
130117,130118,0,1
130118,130117,1,0
130585,130586,1,0
130586,130585,0,1
130647,130655,1,0
130655,130647,0,1
130656,130657,0,1
130657,130656,1,0
130668,130672,1,0
130672,130668,0,1
130668,130673,1,0
130673,130668,0,1
130672,130673,1,0
130673,130672,0,1
132521,132524,1,0
132524,132521,0,1
134199,134200,1,0
134200,134199,0,1
135025,135026,0,1
135026,135025,1,0
135557,135558,0,1
135558,135557,1,0
135557,135563,0,1
135563,135557,1,0
135558,135563,1,0
135563,135558,0,1
138998,138999,0,1
138999,138998,1,0
138998,139003,0,1
139003,138998,1,0
138999,139003,0,1
139003,138999,1,0
139809,139810,1,0
139810,139809,0,1
140052,140279,0,1
140279,140052,1,0
144786,144789,0,1
144789,144786,1,0
147297,147298,0,1
147298,147297,1,0
149259,149306,0,1
149306,149259,1,0
149259,149307,0,1
149307,149259,1,0
149306,149307,1,0
149307,149306,0,1
151048,151050,0,1
151050,151048,1,0
152604,152605,0,1
152605,152604,1,0
152914,152915,0,1
152915,152914,1,0
154940,154941,1,0
154941,154940,0,1
154940,154942,0,1
154942,154940,1,0
154940,154943,1,0
154943,154940,0,1
154940,154946,0,1
154946,154940,1,0
154941,154942,0,1
154942,154941,1,0
154941,154943,1,0
154943,154941,0,1
154941,154946,0,1
154946,154941,1,0
154942,154943,1,0
154943,154942,0,1
154942,154946,1,0
154946,154942,0,1
154943,154946,0,1
154946,154943,1,0
155582,155583,0,1
155583,155582,1,0
155637,155639,1,0
155639,155637,0,1
155637,155640,1,0
155640,155637,0,1
155639,155640,1,0
155640,155639,0,1
158001,158003,0,1
158003,158001,1,0
158001,158004,0,1
158004,158001,1,0
158001,158005,0,1
158005,158001,1,0
158003,158004,1,0
158004,158003,0,1
158004,158005,0,1
158005,158004,1,0
158666,158669,0,1
158669,158666,1,0
158671,158672,0,1
158672,158671,1,0
158845,158846,0,1
158846,158845,1,0
159465,159466,1,0
159466,159465,0,1
161280,161281,0,1
161281,161280,1,0
161280,161328,0,1
161328,161280,1,0
161281,161328,0,1
161328,161281,1,0
161362,161437,1,0
161437,161362,0,1
161729,161731,0,1
161731,161729,1,0
161729,161732,0,1
161732,161729,1,0
161730,161731,0,1
161731,161730,1,0
161730,161732,0,1
161732,161730,1,0
161731,161732,1,0
161732,161731,0,1
161782,161855,0,1
161855,161782,1,0
163175,163176,1,0
163176,163175,0,1
167953,167968,1,0
167968,167953,0,1
169762,169763,1,0
169763,169762,0,1
170104,170105,1,0
170105,170104,0,1
174033,174035,1,0
174035,174033,0,1
174033,174037,1,0
174037,174033,0,1
174035,174037,0,1
174037,174035,1,0
174501,174502,0,1
174502,174501,1,0
175244,175245,0,1
175245,175244,1,0
176209,177710,0,1
177710,176209,1,0
176209,177711,0,1
177711,176209,1,0
177895,177896,0,1
177896,177895,1,0
178656,184508,1,0
184508,178656,0,1
179419,179421,0,1
179421,179419,1,0
179421,179423,1,0
179423,179421,0,1
180276,180280,0,1
180280,180276,1,0
180298,180317,1,0
180317,180298,0,1
180299,180301,1,0
180301,180299,0,1
182702,182703,0,1
182703,182702,1,0
182702,182704,0,1
182704,182702,1,0
182703,182704,1,0
182704,182703,0,1
182915,183073,1,0
183073,182915,0,1
185375,185376,1,0
185376,185375,0,1
185375,185385,1,0
185385,185375,0,1
185375,185411,1,0
185411,185375,0,1
185375,185419,1,0
185419,185375,0,1
185375,185421,1,0
185421,185375,0,1
185376,185385,1,0
185385,185376,0,1
185376,185411,0,1
185411,185376,1,0
185376,185419,0,1
185419,185376,1,0
185376,185421,0,1
185421,185376,1,0
185385,185411,0,1
185411,185385,1,0
185385,185419,0,1
185419,185385,1,0
185385,185421,0,1
185421,185385,1,0
185411,185419,0,1
185419,185411,1,0
185411,185421,0,1
185421,185411,1,0
185422,185444,1,0
185444,185422,0,1
185441,185444,1,0
185444,185441,0,1
185444,185445,0,1
185445,185444,1,0
185425,185426,0,1
185426,185425,1,0
186156,186157,0,1
186157,186156,1,0
186395,186396,1,0
186396,186395,0,1
186904,186906,0,1
186906,186904,1,0
187282,187283,0,1
187283,187282,1,0
187282,187284,0,1
187284,187282,1,0
188083,188084,0,1
188084,188083,1,0
188695,189147,1,0
189147,188695,0,1
188704,189145,1,0
189145,188704,0,1
188704,189149,1,0
189149,188704,0,1
189145,189149,0,1
189149,189145,1,0
188715,188725,0,1
188725,188715,1,0
188715,189143,0,1
189143,188715,1,0
188715,189691,0,1
189691,188715,1,0
188725,189143,0,1
189143,188725,1,0
188725,189691,0,1
189691,188725,1,0
189143,189691,0,1
189691,189143,1,0
188750,188751,0,1
188751,188750,1,0
189155,189687,0,1
189687,189155,1,0
189166,189167,0,1
189167,189166,1,0
190755,190757,1,0
190757,190755,0,1
192128,192129,0,1
192129,192128,1,0
192386,196156,0,1
196156,192386,1,0
192386,196160,0,1
196160,192386,1,0
196156,196160,1,0
196160,196156,0,1
194775,194776,0,1
194776,194775,1,0
194775,194778,0,1
194778,194775,1,0
194775,194779,0,1
194779,194775,1,0
194775,194780,0,1
194780,194775,1,0
194775,194781,0,1
194781,194775,1,0
194775,194782,0,1
194782,194775,1,0
194775,194783,0,1
194783,194775,1,0
194775,194784,0,1
194784,194775,1,0
194775,194785,0,1
194785,194775,1,0
194775,194786,0,1
194786,194775,1,0
194775,194787,0,1
194787,194775,1,0
194775,194788,0,1
194788,194775,1,0
194775,197066,0,1
197066,194775,1,0
194776,194778,1,0
194778,194776,0,1
194776,194779,1,0
194779,194776,0,1
194776,194780,1,0
194780,194776,0,1
194776,194781,1,0
194781,194776,0,1
194776,194782,0,1
194782,194776,1,0
194776,194783,0,1
194783,194776,1,0
194776,194784,0,1
194784,194776,1,0
194776,194785,0,1
194785,194776,1,0
194776,194786,0,1
194786,194776,1,0
194776,194787,0,1
194787,194776,1,0
194776,194788,0,1
194788,194776,1,0
194776,197066,1,0
197066,194776,0,1
194778,194779,0,1
194779,194778,1,0
194778,194780,1,0
194780,194778,0,1
194778,194781,1,0
194781,194778,0,1
194778,194782,0,1
194782,194778,1,0
194778,194783,0,1
194783,194778,1,0
194778,194784,0,1
194784,194778,1,0
194778,194785,0,1
194785,194778,1,0
194778,194786,0,1
194786,194778,1,0
194778,194787,0,1
194787,194778,1,0
194778,194788,0,1
194788,194778,1,0
194778,197066,1,0
197066,194778,0,1
194779,194780,1,0
194780,194779,0,1
194779,194781,1,0
194781,194779,0,1
194779,194782,0,1
194782,194779,1,0
194779,194783,0,1
194783,194779,1,0
194779,194784,0,1
194784,194779,1,0
194779,194785,0,1
194785,194779,1,0
194779,194786,0,1
194786,194779,1,0
194779,194787,0,1
194787,194779,1,0
194779,194788,0,1
194788,194779,1,0
194779,197066,1,0
197066,194779,0,1
194780,194782,0,1
194782,194780,1,0
194780,194783,0,1
194783,194780,1,0
194780,194784,0,1
194784,194780,1,0
194780,194785,0,1
194785,194780,1,0
194780,194786,0,1
194786,194780,1,0
194780,194787,0,1
194787,194780,1,0
194780,194788,0,1
194788,194780,1,0
194780,197066,1,0
197066,194780,0,1
194781,194782,0,1
194782,194781,1,0
194781,194783,0,1
194783,194781,1,0
194781,194784,0,1
194784,194781,1,0
194781,194785,0,1
194785,194781,1,0
194781,194786,0,1
194786,194781,1,0
194781,194787,0,1
194787,194781,1,0
194781,194788,0,1
194788,194781,1,0
194781,197066,1,0
197066,194781,0,1
194782,194783,0,1
194783,194782,1,0
194782,194784,0,1
194784,194782,1,0
194782,194785,0,1
194785,194782,1,0
194782,194786,0,1
194786,194782,1,0
194782,194787,0,1
194787,194782,1,0
194782,194788,0,1
194788,194782,1,0
194782,197066,1,0
197066,194782,0,1
194783,194784,0,1
194784,194783,1,0
194783,194785,0,1
194785,194783,1,0
194783,194786,0,1
194786,194783,1,0
194783,194787,0,1
194787,194783,1,0
194783,194788,0,1
194788,194783,1,0
194783,197066,1,0
197066,194783,0,1
194784,194785,0,1
194785,194784,1,0
194784,194786,0,1
194786,194784,1,0
194784,194787,0,1
194787,194784,1,0
194784,194788,0,1
194788,194784,1,0
194784,197066,1,0
197066,194784,0,1
194785,194786,1,0
194786,194785,0,1
194785,194787,0,1
194787,194785,1,0
194785,194788,1,0
194788,194785,0,1
194785,197066,1,0
197066,194785,0,1
194786,194787,0,1
194787,194786,1,0
194786,194788,0,1
194788,194786,1,0
194786,197066,1,0
197066,194786,0,1
194787,194788,1,0
194788,194787,0,1
194787,197066,1,0
197066,194787,0,1
194788,197066,1,0
197066,194788,0,1
196087,196189,0,1
196189,196087,1,0
196540,196541,1,0
196541,196540,0,1
197583,197584,0,1
197584,197583,1,0
197584,197585,1,0
197585,197584,0,1
198161,198162,1,0
198162,198161,0,1
198161,198170,0,1
198170,198161,1,0
198162,198170,0,1
198170,198162,1,0
198589,198593,1,0
198593,198589,0,1
198748,198750,0,1
198750,198748,1,0
200588,204328,0,1
204328,200588,1,0
201218,201234,1,0
201234,201218,0,1
201378,201379,0,1
201379,201378,1,0
201458,201518,0,1
201518,201458,1,0
201458,202882,0,1
202882,201458,1,0
201463,201518,0,1
201518,201463,1,0
201463,202882,0,1
202882,201463,1,0
201499,203710,1,0
203710,201499,0,1
202540,202541,0,1
202541,202540,1,0
203149,203150,1,0
203150,203149,0,1
203150,203151,0,1
203151,203150,1,0
204066,204067,0,1
204067,204066,1,0
204453,204457,1,0
204457,204453,0,1
204914,204916,1,0
204916,204914,0,1
206872,206874,0,1
206874,206872,1,0
208350,208351,1,0
208351,208350,0,1
210014,210016,0,1
210016,210014,1,0
210780,210787,0,1
210787,210780,1,0
212923,215898,1,0
215898,212923,0,1
214322,214323,0,1
214323,214322,1,0
218891,218896,1,0
218896,218891,0,1
218914,218915,0,1
218915,218914,1,0
218921,218922,0,1
218922,218921,1,0
220090,220091,0,1
220091,220090,1,0
221943,221944,0,1
221944,221943,1,0
221943,221945,1,0
221945,221943,0,1
221944,221945,1,0
221945,221944,0,1
222829,222831,0,1
222831,222829,1,0
223845,223846,1,0
223846,223845,0,1
224804,224814,1,0
224814,224804,0,1
224804,224819,0,1
224819,224804,1,0
224814,224819,0,1
224819,224814,1,0
225252,225253,0,1
225253,225252,1,0
227162,227167,1,0
227167,227162,0,1
227204,227205,0,1
227205,227204,1,0
227276,227277,1,0
227277,227276,0,1
231918,231919,0,1
231919,231918,1,0
231919,231920,1,0
231920,231919,0,1
233275,233296,0,1
233296,233275,1,0
233750,233803,0,1
233803,233750,1,0
233855,233856,0,1
233856,233855,1,0
234162,234167,0,1
234167,234162,1,0
234168,234173,1,0
234173,234168,0,1
235502,235503,0,1
235503,235502,1,0
235502,235505,0,1
235505,235502,1,0
235503,235505,1,0
235505,235503,0,1
236196,236197,1,0
236197,236196,0,1
236607,241018,1,0
241018,236607,0,1
239307,241405,0,1
241405,239307,1,0
242283,242284,1,0
242284,242283,0,1
244480,244765,1,0
244765,244480,0,1
245325,247205,0,1
247205,245325,1,0
246471,246472,0,1
246472,246471,1,0
247254,248158,1,0
248158,247254,0,1
248157,248159,0,1
248159,248157,1,0
249472,249520,1,0
249520,249472,0,1
249472,249521,1,0
249521,249472,0,1
249472,249522,1,0
249522,249472,0,1
249520,249522,0,1
249522,249520,1,0
249521,249522,0,1
249522,249521,1,0
250037,250038,0,1
250038,250037,1,0
250037,250039,0,1
250039,250037,1,0
250038,250039,0,1
250039,250038,1,0
252318,252319,0,1
252319,252318,1,0
252318,252320,0,1
252320,252318,1,0
253712,253715,1,0
253715,253712,0,1
254315,254324,0,1
254324,254315,1,0
254315,254325,0,1
254325,254315,1,0
254315,254327,0,1
254327,254315,1,0
254315,254375,0,1
254375,254315,1,0
254316,254353,0,1
254353,254316,1,0
254316,254381,0,1
254381,254316,1,0
254353,254381,1,0
254381,254353,0,1
254318,254344,1,0
254344,254318,0,1
254318,254378,1,0
254378,254318,0,1
254323,254344,1,0
254344,254323,0,1
254323,254378,1,0
254378,254323,0,1
254344,254378,1,0
254378,254344,0,1
254326,254363,0,1
254363,254326,1,0
254326,254365,0,1
254365,254326,1,0
254347,254355,0,1
254355,254347,1,0
254347,254362,1,0
254362,254347,0,1
254347,254364,0,1
254364,254347,1,0
254347,254379,1,0
254379,254347,0,1
254355,254362,1,0
254362,254355,0,1
254355,254379,1,0
254379,254355,0,1
254362,254364,0,1
254364,254362,1,0
254362,254379,0,1
254379,254362,1,0
254364,254379,1,0
254379,254364,0,1
257909,257945,0,1
257945,257909,1,0
258661,258662,0,1
258662,258661,1,0
258910,258920,0,1
258920,258910,1,0
258911,258921,1,0
258921,258911,0,1
258912,259450,1,0
259450,258912,0,1
258912,261505,1,0
261505,258912,0,1
259450,261505,1,0
261505,259450,0,1
259540,260022,1,0
260022,259540,0,1
259984,259985,1,0
259985,259984,0,1
260966,260970,0,1
260970,260966,1,0
264161,264163,1,0
264163,264161,0,1
264161,264164,0,1
264164,264161,1,0
264163,264164,0,1
264164,264163,1,0
267066,267067,1,0
267067,267066,0,1
267066,267068,1,0
267068,267066,0,1
267067,267068,0,1
267068,267067,1,0
271962,271963,0,1
271963,271962,1,0
271962,271964,0,1
271964,271962,1,0
271963,271964,1,0
271964,271963,0,1
274796,274797,0,1
274797,274796,1,0
276310,276311,1,0
276311,276310,0,1
276724,276734,1,0
276734,276724,0,1
276770,276771,0,1
276771,276770,1,0
277130,277142,1,0
277142,277130,0,1
277130,277145,1,0
277145,277130,0,1
277130,277146,1,0
277146,277130,0,1
277130,277147,1,0
277147,277130,0,1
277130,277227,0,1
277227,277130,1,0
277142,277145,1,0
277145,277142,0,1
277142,277146,1,0
277146,277142,0,1
277142,277147,1,0
277147,277142,0,1
277142,277227,0,1
277227,277142,1,0
277145,277146,0,1
277146,277145,1,0
277145,277147,0,1
277147,277145,1,0
277145,277227,0,1
277227,277145,1,0
277146,277147,1,0
277147,277146,0,1
277146,277227,0,1
277227,277146,1,0
277147,277227,0,1
277227,277147,1,0
277256,277257,1,0
277257,277256,0,1
279728,279732,1,0
279732,279728,0,1
279728,279748,1,0
279748,279728,0,1
279728,279755,1,0
279755,279728,0,1
279728,279787,1,0
279787,279728,0,1
279728,279824,1,0
279824,279728,0,1
279732,279748,1,0
279748,279732,0,1
279732,279755,1,0
279755,279732,0,1
279732,279787,1,0
279787,279732,0,1
279732,279824,1,0
279824,279732,0,1
279732,279871,0,1
279871,279732,1,0
279748,279755,0,1
279755,279748,1,0
279748,279787,0,1
279787,279748,1,0
279748,279824,0,1
279824,279748,1,0
279748,279871,0,1
279871,279748,1,0
279755,279871,0,1
279871,279755,1,0
279787,279871,0,1
279871,279787,1,0
279824,279871,0,1
279871,279824,1,0
279733,279785,1,0
279785,279733,0,1
279767,279785,1,0
279785,279767,0,1
279738,279756,0,1
279756,279738,1,0
279738,279770,0,1
279770,279738,1,0
279738,279829,0,1
279829,279738,1,0
279738,279833,0,1
279833,279738,1,0
279756,279770,0,1
279770,279756,1,0
279756,279829,0,1
279829,279756,1,0
279756,279833,0,1
279833,279756,1,0
279770,279829,0,1
279829,279770,1,0
279770,279833,0,1
279833,279770,1,0
279772,279776,1,0
279776,279772,0,1
279772,279792,1,0
279792,279772,0,1
279776,279780,0,1
279780,279776,1,0
279776,279792,1,0
279792,279776,0,1
279780,279792,1,0
279792,279780,0,1
279778,279786,0,1
279786,279778,1,0
279778,279830,0,1
279830,279778,1,0
281383,281384,0,1
281384,281383,1,0
282636,282637,0,1
282637,282636,1,0
283369,283370,0,1
283370,283369,1,0
283432,283440,1,0
283440,283432,0,1
283432,283442,1,0
283442,283432,0,1
283432,283443,0,1
283443,283432,1,0
283440,283442,1,0
283442,283440,0,1
283440,283443,0,1
283443,283440,1,0
283442,283443,0,1
283443,283442,1,0
284707,284712,1,0
284712,284707,0,1
284901,284903,0,1
284903,284901,1,0
285368,287281,0,1
287281,285368,1,0
285687,285688,1,0
285688,285687,0,1
285687,285689,1,0
285689,285687,0,1
285688,285689,0,1
285689,285688,1,0
287406,287407,0,1
287407,287406,1,0
290551,290553,1,0
290553,290551,0,1
291674,291675,0,1
291675,291674,1,0
291674,291676,0,1
291676,291674,1,0
291675,291676,1,0
291676,291675,0,1
294337,294338,0,1
294338,294337,1,0
295301,295302,0,1
295302,295301,1,0
295306,295309,0,1
295309,295306,1,0
298995,299227,0,1
299227,298995,1,0
302476,302477,0,1
302477,302476,1,0
302476,302478,0,1
302478,302476,1,0
302476,302483,0,1
302483,302476,1,0
302476,302484,0,1
302484,302476,1,0
302476,302485,0,1
302485,302476,1,0
302476,302486,0,1
